gateid,treatment,date_random_assignment,site,w1_completed,w2_completed,w3_completed,age,gender,race_white_hispanic,race_white_not_hispanic,race_black_hispanic,race_black_not_hispanic,race_american_indian_alaskan,race_hawaiian_pacific_islander,race_asian,race_other,language,grade,household_size,has_children_in_hh,number_of_children_in_hh,marital_status,household_income,born_us,citizen,disability,ever_self_employed,years_self_employed,cb_industry,cb_start_mth,cb_start_year,cb_end_mth,cb_end_year,self_employed_at_application,weeks_self_employed,cb_weekly_hours_worked,cb_was_financial_success,cb_maximum_employees,relatives_friends_ever_se,worked_for_relatives_friends_se,working_in_wage_and_salary_job,now_self_employed,now_looking_for_work,now_in_school_or_training,now_caring_for_family_member,now_retired,now_doing_other,now_disabled,ever_worked,month_last_job_ended,year_last_job_ended,reason_last_job_ended,hourly_pay_rate,hours_worked_per_week,weeks_worked_someone_else,managerial_experience,years_managerial_experience,now_tanf,now_ssi,now_ssdi,now_ga,now_food_stamps,now_social_security,now_health,now_veteran,now_other,currently_receiving_ui_benefits,weeks_received_ui_benefits,family_support,sa_enjoys_working_independently,sa_always_finishes_projects,sa_works_long_hours,sa_has_innovative_ideas,sa_often_takes_initiative,sa_finds_a_way,sa_is_risk_averse,sa_handles_challenges,sa_communicates_well,sa_takes_advice,sa_good_motivator,sa_has_clear_goals,sa_often_misses_deadlines,sa_is_organized,sa_is_indecisive,sa_works_well_under_pressure,sa_has_sense_of_humor,sa_will_not_risk_savings,sa_will_lower_standard_of_living,sa_gets_sick_often,sa_finds_many_solutions,is_responsible_for_child_care,has_child_care_plans,has_car,has_telephone,has_computer,has_bank_account,has_credit_history,has_credit_history_problem,has_salaried_family_support,amount_salaried_family_support,has_health_insurance,health_insurance_source,is_operating_business,months_in_business,ever_operated_similar_business,builds_on_work_skills,builds_on_hobby_skills,is_home_based_business,has_location_in_mind,has_formal_business_plan,why_to_obtain_more_income,why_to_be_own_boss,why_to_pursue_interests,why_to_use_specific_talent,why_for_schedule_flexibility,why_to_work_at_home,why_to_realize_dream,why_to_avoid_unemployment,why_other,why_to_help_others,why_to_create_jobs,why_to_save_for_retirement,why_because_of_disability,why_for_fun_or_job_satisfaction,why_for_personal_fulfillment,why_for_security,why_to_meet_market_needs
MN4634,0,2005-04-11,3,1,1,1,39,0,0,1,0,0,0,0,0,0,1,18,5,1,3,1,8,1,1,0,1,1,62,9,2001,11,2002,0,0,20,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2005,2,-4,40,52,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,1,1,1,3,1,1,2,1,2,2,2,4,2,1,2,2,4,2,1,1,1,1,1,1,1,-4,1,1000,1,2,0,-1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4635,0,2005-04-11,3,1,1,1,52,1,0,1,0,0,0,0,0,0,1,16,3,0,-1,1,6,1,1,0,1,13,44,1,1992,-4,-4,1,52,50,0,6,1,1,0,1,0,0,0,0,0,0,1,3,1974,7,22.52,50,-4,1,16,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,2,3,3,3,2,5,1,3,2,1,4,2,5,2,0,0,1,1,1,1,1,0,1,450,1,1,1,13,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4636,0,2005-04-11,3,1,1,0,39,1,0,1,0,0,0,0,0,0,1,16,3,0,-1,3,1,0,1,0,1,3,56,3,2001,8,2004,0,0,10,0,3,1,1,0,0,1,0,0,0,0,0,1,7,2004,1,-4,55,40,1,10,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,1,1,5,1,5,1,0,-4,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,1,1,-1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MN4637,0,2005-04-11,3,1,0,0,25,0,0,0,0,0,0,0,1,0,9,12,9,1,6,1,4,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,1,2005,1,15.25,40,52,1,5,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,3,2,2,2,3,2,1,1,1,2,5,1,5,2,2,4,3,5,2,1,1,1,1,1,1,1,1,1,650,1,2,0,-1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4638,0,2005-04-11,3,1,1,1,52,0,0,1,0,0,0,0,0,0,1,12,1,0,-1,3,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,0,1,0,0,0,1,-4,-4,9,-4,-4,-4,0,-1,0,1,0,0,1,0,0,0,0,0,-4,1,1,2,3,2,1,2,4,2,2,3,2,3,3,3,4,3,2,5,3,3,2,1,0,1,1,1,1,1,1,0,-1,1,3,0,-1,0,1,0,1,-1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0
MN4639,1,2005-04-11,3,1,1,1,40,0,0,1,0,0,0,0,0,0,1,13,2,0,-1,5,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,0,0,0,0,0,1,2,2005,2,18.27,40,52,0,-1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,1,1,3,1,5,2,0,0,1,1,1,1,1,0,1,700,1,2,0,-1,0,1,0,1,-1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4640,1,2005-04-11,3,1,1,1,56,0,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,2,2005,1,25.65,47,48,1,15,0,0,0,0,0,0,0,0,0,1,-4,1,2,1,1,1,1,1,3,1,1,1,1,2,5,1,3,1,1,3,2,5,1,0,-4,1,1,1,1,1,0,1,860,1,2,0,-1,0,1,0,1,-1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
MN4641,1,2005-04-11,3,1,1,1,58,0,0,1,0,0,0,0,0,0,1,14,3,1,1,4,5,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,40,52,1,2,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,2,3,2,3,1,1,3,1,5,1,1,1,1,1,1,1,1,0,0,-1,1,3,0,-1,0,1,0,1,-1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MN4642,1,2005-04-11,3,1,1,1,52,1,0,1,0,0,0,0,0,0,1,16,1,0,-1,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,0,0,0,0,0,1,1,2005,1,32,40,48,1,8,0,0,0,0,0,0,0,0,0,1,4,1,1,1,2,2,1,2,2,2,2,2,3,2,5,2,2,2,2,3,2,5,2,0,0,1,1,1,1,1,0,1,300,1,3,1,1,0,1,1,1,-1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4643,0,2005-04-11,3,1,1,1,43,1,0,1,0,0,0,0,0,0,1,16,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.15,50,50,1,18,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,2,2,2,2,1,2,1,2,2,4,2,4,2,2,4,2,5,2,0,1,1,1,1,1,1,0,0,-1,1,1,0,-1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MN4644,1,2005-04-11,3,1,1,1,27,1,1,0,0,0,0,0,0,0,1,13,2,0,-1,5,2,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,1,0,0,0,0,1,1,2005,4,8.5,30,45,0,-1,0,0,0,0,1,0,1,0,0,0,-4,1,2,1,1,1,3,2,4,1,3,2,2,4,5,2,3,4,1,3,2,4,3,0,0,1,1,1,1,1,1,0,-1,1,3,0,-1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
MN4645,1,2005-04-11,3,0,0,0,62,1,0,1,0,0,0,0,0,0,1,18,2,0,-1,1,7,1,1,0,1,0.5,56,9,2004,-4,-4,1,27,8,0,0,1,0,0,1,1,1,0,0,0,0,1,9,2004,1,34.62,50,25,1,35,0,0,0,0,0,0,0,0,0,1,20,3,2,1,1,2,2,2,4,1,1,2,2,2,4,1,2,1,1,4,2,4,2,0,0,1,1,1,1,1,0,0,-1,1,5,0,-1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4646,1,2005-04-11,3,1,1,1,41,1,0,1,0,0,0,0,0,0,1,18,2,0,-1,5,6,1,1,0,1,5,54,11,1995,2,2005,0,0,70,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2005,1,17.63,60,52,0,-1,0,0,0,0,0,0,0,0,0,1,4,3,2,2,2,2,2,2,2,2,2,2,2,2,5,2,4,2,2,5,2,5,2,0,0,1,1,1,1,1,0,0,-1,0,-1,0,-1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
MN4647,0,2005-04-11,3,1,1,1,38,1,0,1,0,0,0,0,0,0,1,16,2,0,-1,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,2,2005,1,25,40,52,0,-1,0,0,0,0,0,0,0,0,0,1,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,4,1,5,1,0,-4,1,1,1,1,1,0,1,1000,1,2,0,-1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4648,0,2005-04-11,3,1,1,1,31,0,0,1,0,0,0,0,0,0,1,16,3,0,-1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,1,0,0,0,0,1,9,2004,1,11.75,45,26,1,1,0,0,0,0,0,0,0,0,0,1,15,1,2,1,2,2,1,2,4,2,2,2,3,2,4,2,2,2,1,2,1,4,1,0,-4,1,1,1,1,1,0,0,-1,1,5,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MN4649,1,2005-04-11,3,1,1,1,57,0,0,1,0,0,0,0,0,0,1,18,3,0,-1,3,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,11,2004,1,27.93,40,9,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,1,3,1,1,5,1,5,1,1,3,2,5,1,0,-4,1,1,1,1,1,0,0,-1,1,5,1,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4650,0,2005-04-11,4,1,1,1,24,1,1,0,0,0,0,0,0,0,1,12,4,1,1,5,3,1,1,-4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,0,0,0,0,1,7,2004,3,8.33,30,12,0,-1,0,0,0,0,0,0,0,0,1,0,-4,1,1,1,1,1,2,2,1,5,2,1,1,1,5,1,3,5,2,3,1,5,1,0,0,1,1,1,1,0,-1,1,375,1,3,0,-1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
MN4651,1,2005-04-11,4,1,1,1,33,0,0,1,0,0,0,0,0,0,1,17,3,1,2,3,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,29,47,1,1,1,0,0,0,1,0,0,0,0,0,-4,1,1,2,1,1,2,1,5,1,1,2,2,3,4,2,3,1,2,5,2,5,1,0,1,1,1,1,1,1,1,0,-1,1,3,0,-1,0,0,1,1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MN4652,1,2005-04-11,4,1,1,1,44,1,0,1,0,0,0,0,0,0,1,17,4,1,2,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,2,2005,1,24,50,47,1,10,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,1,4,1,1,2,2,2,5,2,4,1,2,5,3,5,1,0,1,1,1,1,1,1,0,0,-1,1,5,0,-1,1,1,0,1,-1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4653,1,2005-04-11,4,1,1,1,24,0,0,1,0,0,0,0,0,0,1,12,2,0,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,1,0,0,0,1,7,2003,7,8,40,-4,0,-1,0,1,0,0,1,1,0,0,0,0,-4,1,2,2,2,2,2,3,2,2,1,1,1,2,4,2,2,3,1,5,3,5,1,0,1,1,1,1,0,1,1,0,-1,1,3,0,-1,0,1,1,1,-1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MN4654,1,2005-04-11,4,0,0,0,27,1,0,1,0,0,0,0,0,0,1,12,3,0,-1,1,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,0,0,0,1,2,2004,9,5.65,50,4,0,-1,0,0,0,0,1,0,0,0,0,0,-4,1,1,1,4,1,1,1,2,1,1,1,1,2,5,1,5,1,1,3,2,4,2,0,1,1,1,1,0,1,1,0,-1,1,3,0,-1,1,1,1,1,-1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
MN4655,0,2005-04-11,4,1,0,0,31,0,0,1,0,0,0,0,0,0,1,12,4,1,2,1,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,0,1,4,2003,7,9.24,50,-4,1,4,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,2,1,2,4,1,1,2,2,2,5,2,4,1,1,5,1,3,1,1,1,1,1,1,1,1,0,0,-1,1,4,0,-1,0,0,1,1,-1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4656,0,2005-04-11,4,1,1,1,42,0,0,1,0,0,0,0,0,0,1,12,6,1,3,1,4,1,1,0,1,6,62,6,1990,9,1996,0,0,0,1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.1,40,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,-4,1,1,1,1,1,-4,1,-4,1,1,-4,1,-4,1,1,1,1,1,1,1,1,1,0,-1,1,1,0,-1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4657,0,2005-04-11,4,1,1,0,29,1,0,0,0,1,0,0,0,0,1,13,1,0,-1,5,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,35,28,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,5,1,1,2,1,5,1,0,0,1,1,1,0,1,1,0,-1,1,3,0,-1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MN4689,1,2005-04-15,3,0,0,0,37,1,0,0,0,1,0,0,0,0,1,14,2,0,-1,1,8,0,0,0,1,2,72,8,1998,12,2000,0,0,60,1,8,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.09,40,46,1,3,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,2,2,1,1,5,1,5,1,2,5,3,5,2,0,0,1,1,1,1,1,0,0,-1,1,1,0,-1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4690,0,2005-04-15,3,1,0,0,29,0,0,0,0,1,1,0,0,0,1,13,3,1,2,5,2,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,1,0,1,0,1,12,2003,7,11.75,40,-4,0,-1,1,0,0,1,1,1,0,0,1,0,-4,1,1,1,1,1,1,1,3,1,1,1,1,1,5,1,5,1,1,5,3,4,1,0,1,1,1,1,1,1,1,1,1000,1,3,1,4,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
MN4691,1,2005-04-15,3,1,0,0,38,0,0,0,0,0,0,0,0,1,9,12,6,1,4,1,5,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.42,40,52,1,2,0,0,0,0,0,0,0,0,0,0,-4,2,1,1,1,2,1,2,1,2,2,1,1,2,4,1,4,2,2,4,1,5,2,0,0,1,1,1,1,1,0,1,500,1,2,0,-1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
MN4692,0,2005-04-15,3,1,1,0,35,1,0,1,0,0,0,0,0,0,1,13,2,1,1,5,7,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,0,0,0,0,0,1,1,2005,1,26.44,40,40,1,1,0,0,0,0,0,0,0,0,0,1,12,1,1,1,1,2,1,1,5,1,1,1,3,4,3,3,2,1,1,1,2,5,2,0,1,1,1,1,1,1,1,0,-1,0,-1,1,2,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4693,0,2005-04-15,3,0,0,0,36,0,0,1,0,0,0,0,0,0,1,10,4,1,-4,5,4,1,1,0,1,4,44,1,2001,-4,-4,1,48,60,1,1,0,-1,0,1,1,0,0,0,0,0,1,1,2002,6,6.93,60,-4,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,1,1,5,1,5,1,0,1,1,1,1,1,1,1,1,1000,0,-1,1,4,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4694,0,2005-04-15,3,1,1,1,45,1,0,1,0,0,0,0,0,0,1,16,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,12,2004,1,19.87,60,46,0,-1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,5,1,2,1,1,2,5,3,4,1,1,4,2,5,2,0,0,1,1,1,1,1,1,1,600,1,2,0,-1,0,1,0,1,-1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
MN4695,0,2005-04-15,3,1,1,0,45,0,0,1,0,0,0,0,0,0,1,12,4,1,2,1,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,1,0,0,0,0,0,1,1,2005,1,11,40,48,0,-1,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,1,2,3,3,1,5,2,0,1,1,1,0,1,1,1,1,600,0,-1,0,-1,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4696,1,2005-04-15,3,1,1,1,53,1,0,1,0,0,0,0,0,0,1,16,5,1,2,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,10,2004,1,32.69,60,35,1,30,0,0,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,3,2,1,1,1,1,1,4,1,5,1,1,5,1,5,2,0,1,1,1,1,1,1,0,1,500,1,2,0,-1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MN4697,1,2005-04-15,4,1,0,0,48,1,0,1,0,0,0,0,0,0,1,12,6,1,3,1,3,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,40,52,1,10,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,4,1,1,2,1,2,5,1,4,1,1,4,2,5,1,0,1,1,1,1,1,1,1,0,-1,0,-1,0,-1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
MN4711,1,2005-04-15,3,1,1,0,60,0,0,0,0,1,0,0,0,0,1,12,2,1,1,3,1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,-4,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,1,0,0,0,0,-4,1,1,2,1,2,1,2,2,2,1,1,2,2,5,2,5,3,1,4,1,4,1,0,1,0,1,1,1,1,1,1,579,0,-1,0,-1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MN4726,0,2005-04-25,3,1,1,1,36,0,0,1,0,0,0,0,0,0,1,16,2,1,1,3,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13.08,40,48,0,-1,0,0,0,0,0,0,0,0,0,0,-4,5,1,2,1,3,2,2,2,2,2,2,2,4,5,1,2,1,1,2,1,5,4,0,1,0,1,1,1,1,1,0,-1,1,1,0,-1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
MN4727,1,2005-04-25,3,1,1,0,43,1,0,0,0,0,0,0,0,1,15,17,5,1,1,3,6,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,11,2004,4,22.33,60,40,1,19,0,0,0,0,0,0,0,0,0,0,-4,1,1,2,1,1,1,1,1,1,1,1,1,1,5,1,4,3,1,4,2,5,-4,0,1,1,1,1,1,0,-1,0,-1,0,-1,0,-1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4728,1,2005-04-25,3,1,1,1,59,0,0,0,0,1,0,0,0,0,1,15,3,1,2,1,8,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,75,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,4,1,1,1,1,1,5,2,5,1,1,5,2,5,1,1,1,1,1,1,1,1,0,1,1000,1,5,0,-1,0,1,0,1,-1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MN4729,1,2005-04-25,3,1,1,1,40,1,0,1,0,0,0,0,0,0,1,14,4,1,2,1,6,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,45,52,1,5,0,0,0,0,0,0,0,0,0,0,6,1,1,1,2,1,1,1,2,1,1,1,1,1,5,2,5,1,1,4,2,5,1,0,1,1,1,1,1,1,0,-4,-4,-4,-4,0,-1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
MN4730,1,2005-04-25,3,1,1,1,52,0,0,1,0,0,0,0,0,0,1,12,-4,0,-1,4,5,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-4,0,0,1,0,0,0,0,0,1,11,2004,1,13.29,55,-4,1,16,0,0,0,0,0,0,0,0,0,1,14,1,-4,1,1,1,1,2,2,1,1,1,1,2,5,3,2,1,3,2,1,5,2,0,0,1,1,1,1,1,1,0,-1,0,-1,0,-1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4731,0,2005-04-25,3,1,1,1,30,0,0,0,0,1,0,0,0,0,1,16,3,1,1,5,4,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15.16,52,52,0,-1,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,3,1,1,3,1,1,5,1,2,1,1,4,3,5,1,0,1,1,1,1,1,1,1,1,625,1,1,0,-1,0,1,0,1,-1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
MN4732,1,2005-04-25,3,1,1,1,29,0,1,0,0,0,1,0,0,0,1,15,2,0,-1,5,3,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11.25,15,48,1,-4,0,0,0,0,0,1,1,0,0,0,-4,1,2,2,2,1,2,1,5,2,1,1,2,2,4,4,2,2,2,2,2,2,2,0,-4,1,1,1,1,1,1,1,400,1,3,0,-1,-4,-4,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
MN4733,0,2005-04-25,3,1,1,1,50,0,0,1,0,0,0,0,0,0,1,14,3,0,-1,3,2,1,1,1,1,1,44,3,2005,-4,-4,1,3,40,0,0,1,0,0,1,0,0,0,0,0,1,1,9,2002,9,15.87,40,-4,0,-1,0,0,0,0,0,1,0,0,0,0,-4,1,1,2,1,1,2,2,2,1,2,2,2,1,4,4,5,2,2,5,1,4,4,0,0,1,1,1,1,1,0,0,-1,1,5,1,1,0,1,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
MN4734,0,2005-04-25,3,0,0,0,25,0,0,0,0,0,0,0,1,0,1,14,4,1,2,1,3,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,0,0,0,1,1,2005,3,11,32,16,0,-1,0,0,0,0,1,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,400,1,3,0,-1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MN4735,1,2005-04-25,3,0,0,0,45,1,0,0,0,1,0,0,0,0,1,15,3,0,-1,3,3,0,0,0,1,7,48,11,1987,-4,-4,1,50,70,0,2,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-4,70,-4,1,2,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,-4,1,1,5,1,1,1,1,2,1,1,2,1,1,5,1,5,2,0,1,1,1,1,1,1,0,1,390,1,3,0,-1,0,0,0,1,-1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MN4736,0,2005-04-25,3,0,0,0,47,1,0,0,0,1,0,0,0,0,1,18,5,1,3,1,5,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,40,48,1,2,0,0,0,0,0,0,0,0,0,0,-4,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,5,1,1,4,2,5,1,0,1,1,1,1,1,1,0,1,250,1,1,1,6,0,1,-4,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
